realtime_start,realtime_end,date,value
2025-05-13,2025-05-13,2006-01-01,198.3
2025-05-13,2025-05-13,2006-02-01,198.7
2025-05-13,2025-05-13,2006-03-01,199.8
2025-05-13,2025-05-13,2006-04-01,201.5
2025-05-13,2025-05-13,2006-05-01,202.5
2025-05-13,2025-05-13,2006-06-01,202.9
2025-05-13,2025-05-13,2006-07-01,203.5
2025-05-13,2025-05-13,2006-08-01,203.9
2025-05-13,2025-05-13,2006-09-01,202.9
2025-05-13,2025-05-13,2006-10-01,201.8
2025-05-13,2025-05-13,2006-11-01,201.5
2025-05-13,2025-05-13,2006-12-01,201.8
2025-05-13,2025-05-13,2007-01-01,202.416
2025-05-13,2025-05-13,2007-02-01,203.499
2025-05-13,2025-05-13,2007-03-01,205.352
2025-05-13,2025-05-13,2007-04-01,206.686
2025-05-13,2025-05-13,2007-05-01,207.949
2025-05-13,2025-05-13,2007-06-01,208.352
2025-05-13,2025-05-13,2007-07-01,208.299
2025-05-13,2025-05-13,2007-08-01,207.917
2025-05-13,2025-05-13,2007-09-01,208.49
2025-05-13,2025-05-13,2007-10-01,208.936
2025-05-13,2025-05-13,2007-11-01,210.177
2025-05-13,2025-05-13,2007-12-01,210.036
2025-05-13,2025-05-13,2008-01-01,211.08
2025-05-13,2025-05-13,2008-02-01,211.693
2025-05-13,2025-05-13,2008-03-01,213.528
2025-05-13,2025-05-13,2008-04-01,214.823
2025-05-13,2025-05-13,2008-05-01,216.632
2025-05-13,2025-05-13,2008-06-01,218.815
2025-05-13,2025-05-13,2008-07-01,219.964
2025-05-13,2025-05-13,2008-08-01,219.086
2025-05-13,2025-05-13,2008-09-01,218.783
2025-05-13,2025-05-13,2008-10-01,216.573
2025-05-13,2025-05-13,2008-11-01,212.425
2025-05-13,2025-05-13,2008-12-01,210.228
2025-05-13,2025-05-13,2009-01-01,211.143
2025-05-13,2025-05-13,2009-02-01,212.193
2025-05-13,2025-05-13,2009-03-01,212.709
2025-05-13,2025-05-13,2009-04-01,213.24
2025-05-13,2025-05-13,2009-05-01,213.856
2025-05-13,2025-05-13,2009-06-01,215.693
2025-05-13,2025-05-13,2009-07-01,215.351
2025-05-13,2025-05-13,2009-08-01,215.834
2025-05-13,2025-05-13,2009-09-01,215.969
2025-05-13,2025-05-13,2009-10-01,216.177
2025-05-13,2025-05-13,2009-11-01,216.33
2025-05-13,2025-05-13,2009-12-01,215.949
2025-05-13,2025-05-13,2010-01-01,216.687
2025-05-13,2025-05-13,2010-02-01,216.741
2025-05-13,2025-05-13,2010-03-01,217.631
2025-05-13,2025-05-13,2010-04-01,218.009
2025-05-13,2025-05-13,2010-05-01,218.178
2025-05-13,2025-05-13,2010-06-01,217.965
2025-05-13,2025-05-13,2010-07-01,218.011
2025-05-13,2025-05-13,2010-08-01,218.312
2025-05-13,2025-05-13,2010-09-01,218.439
2025-05-13,2025-05-13,2010-10-01,218.711
2025-05-13,2025-05-13,2010-11-01,218.803
2025-05-13,2025-05-13,2010-12-01,219.179
2025-05-13,2025-05-13,2011-01-01,220.223
2025-05-13,2025-05-13,2011-02-01,221.309
2025-05-13,2025-05-13,2011-03-01,223.467
2025-05-13,2025-05-13,2011-04-01,224.906
2025-05-13,2025-05-13,2011-05-01,225.964
2025-05-13,2025-05-13,2011-06-01,225.722
2025-05-13,2025-05-13,2011-07-01,225.922
2025-05-13,2025-05-13,2011-08-01,226.545
2025-05-13,2025-05-13,2011-09-01,226.889
2025-05-13,2025-05-13,2011-10-01,226.421
2025-05-13,2025-05-13,2011-11-01,226.23
2025-05-13,2025-05-13,2011-12-01,225.672
2025-05-13,2025-05-13,2012-01-01,226.665
2025-05-13,2025-05-13,2012-02-01,227.663
2025-05-13,2025-05-13,2012-03-01,229.392
2025-05-13,2025-05-13,2012-04-01,230.085
2025-05-13,2025-05-13,2012-05-01,229.815
2025-05-13,2025-05-13,2012-06-01,229.478
2025-05-13,2025-05-13,2012-07-01,229.104
2025-05-13,2025-05-13,2012-08-01,230.379
2025-05-13,2025-05-13,2012-09-01,231.407
2025-05-13,2025-05-13,2012-10-01,231.317
2025-05-13,2025-05-13,2012-11-01,230.221
2025-05-13,2025-05-13,2012-12-01,229.601
2025-05-13,2025-05-13,2013-01-01,230.28
2025-05-13,2025-05-13,2013-02-01,232.166
2025-05-13,2025-05-13,2013-03-01,232.773
2025-05-13,2025-05-13,2013-04-01,232.531
2025-05-13,2025-05-13,2013-05-01,232.945
2025-05-13,2025-05-13,2013-06-01,233.504
2025-05-13,2025-05-13,2013-07-01,233.596
2025-05-13,2025-05-13,2013-08-01,233.877
2025-05-13,2025-05-13,2013-09-01,234.149
2025-05-13,2025-05-13,2013-10-01,233.546
2025-05-13,2025-05-13,2013-11-01,233.069
2025-05-13,2025-05-13,2013-12-01,233.049
2025-05-13,2025-05-13,2014-01-01,233.916
2025-05-13,2025-05-13,2014-02-01,234.781
2025-05-13,2025-05-13,2014-03-01,236.293
2025-05-13,2025-05-13,2014-04-01,237.072
2025-05-13,2025-05-13,2014-05-01,237.9
2025-05-13,2025-05-13,2014-06-01,238.343
2025-05-13,2025-05-13,2014-07-01,238.25
2025-05-13,2025-05-13,2014-08-01,237.852
2025-05-13,2025-05-13,2014-09-01,238.031
2025-05-13,2025-05-13,2014-10-01,237.433
2025-05-13,2025-05-13,2014-11-01,236.151
2025-05-13,2025-05-13,2014-12-01,234.812
2025-05-13,2025-05-13,2015-01-01,233.707
2025-05-13,2025-05-13,2015-02-01,234.722
2025-05-13,2025-05-13,2015-03-01,236.119
2025-05-13,2025-05-13,2015-04-01,236.599
2025-05-13,2025-05-13,2015-05-01,237.805
2025-05-13,2025-05-13,2015-06-01,238.638
2025-05-13,2025-05-13,2015-07-01,238.654
2025-05-13,2025-05-13,2015-08-01,238.316
2025-05-13,2025-05-13,2015-09-01,237.945
2025-05-13,2025-05-13,2015-10-01,237.838
2025-05-13,2025-05-13,2015-11-01,237.336
2025-05-13,2025-05-13,2015-12-01,236.525
2025-05-13,2025-05-13,2016-01-01,236.916
2025-05-13,2025-05-13,2016-02-01,237.111
2025-05-13,2025-05-13,2016-03-01,238.132
2025-05-13,2025-05-13,2016-04-01,239.261
2025-05-13,2025-05-13,2016-05-01,240.229
2025-05-13,2025-05-13,2016-06-01,241.018
2025-05-13,2025-05-13,2016-07-01,240.628
2025-05-13,2025-05-13,2016-08-01,240.849
2025-05-13,2025-05-13,2016-09-01,241.428
2025-05-13,2025-05-13,2016-10-01,241.729
2025-05-13,2025-05-13,2016-11-01,241.353
2025-05-13,2025-05-13,2016-12-01,241.432
2025-05-13,2025-05-13,2017-01-01,242.839
2025-05-13,2025-05-13,2017-02-01,243.603
2025-05-13,2025-05-13,2017-03-01,243.801
2025-05-13,2025-05-13,2017-04-01,244.524
2025-05-13,2025-05-13,2017-05-01,244.733
2025-05-13,2025-05-13,2017-06-01,244.955
2025-05-13,2025-05-13,2017-07-01,244.786
2025-05-13,2025-05-13,2017-08-01,245.519
2025-05-13,2025-05-13,2017-09-01,246.819
2025-05-13,2025-05-13,2017-10-01,246.663
2025-05-13,2025-05-13,2017-11-01,246.669
2025-05-13,2025-05-13,2017-12-01,246.524
2025-05-13,2025-05-13,2018-01-01,247.867
2025-05-13,2025-05-13,2018-02-01,248.991
2025-05-13,2025-05-13,2018-03-01,249.554
2025-05-13,2025-05-13,2018-04-01,250.546
2025-05-13,2025-05-13,2018-05-01,251.588
2025-05-13,2025-05-13,2018-06-01,251.989
2025-05-13,2025-05-13,2018-07-01,252.006
2025-05-13,2025-05-13,2018-08-01,252.146
2025-05-13,2025-05-13,2018-09-01,252.439
2025-05-13,2025-05-13,2018-10-01,252.885
2025-05-13,2025-05-13,2018-11-01,252.038
2025-05-13,2025-05-13,2018-12-01,251.233
2025-05-13,2025-05-13,2019-01-01,251.712
2025-05-13,2025-05-13,2019-02-01,252.776
2025-05-13,2025-05-13,2019-03-01,254.202
2025-05-13,2025-05-13,2019-04-01,255.548
2025-05-13,2025-05-13,2019-05-01,256.092
2025-05-13,2025-05-13,2019-06-01,256.143
2025-05-13,2025-05-13,2019-07-01,256.571
2025-05-13,2025-05-13,2019-08-01,256.558
2025-05-13,2025-05-13,2019-09-01,256.759
2025-05-13,2025-05-13,2019-10-01,257.346
2025-05-13,2025-05-13,2019-11-01,257.208
2025-05-13,2025-05-13,2019-12-01,256.974
2025-05-13,2025-05-13,2020-01-01,257.971
2025-05-13,2025-05-13,2020-02-01,258.678
2025-05-13,2025-05-13,2020-03-01,258.115
2025-05-13,2025-05-13,2020-04-01,256.389
2025-05-13,2025-05-13,2020-05-01,256.394
2025-05-13,2025-05-13,2020-06-01,257.797
2025-05-13,2025-05-13,2020-07-01,259.101
2025-05-13,2025-05-13,2020-08-01,259.918
2025-05-13,2025-05-13,2020-09-01,260.28
2025-05-13,2025-05-13,2020-10-01,260.388
2025-05-13,2025-05-13,2020-11-01,260.229
2025-05-13,2025-05-13,2020-12-01,260.474
2025-05-13,2025-05-13,2021-01-01,261.582
2025-05-13,2025-05-13,2021-02-01,263.014
2025-05-13,2025-05-13,2021-03-01,264.877
2025-05-13,2025-05-13,2021-04-01,267.054
2025-05-13,2025-05-13,2021-05-01,269.195
2025-05-13,2025-05-13,2021-06-01,271.696
2025-05-13,2025-05-13,2021-07-01,273.003
2025-05-13,2025-05-13,2021-08-01,273.567
2025-05-13,2025-05-13,2021-09-01,274.31
2025-05-13,2025-05-13,2021-10-01,276.589
2025-05-13,2025-05-13,2021-11-01,277.948
2025-05-13,2025-05-13,2021-12-01,278.802
2025-05-13,2025-05-13,2022-01-01,281.148
2025-05-13,2025-05-13,2022-02-01,283.716
2025-05-13,2025-05-13,2022-03-01,287.504
2025-05-13,2025-05-13,2022-04-01,289.109
2025-05-13,2025-05-13,2022-05-01,292.296
2025-05-13,2025-05-13,2022-06-01,296.311
2025-05-13,2025-05-13,2022-07-01,296.276
2025-05-13,2025-05-13,2022-08-01,296.171
2025-05-13,2025-05-13,2022-09-01,296.808
2025-05-13,2025-05-13,2022-10-01,298.012
2025-05-13,2025-05-13,2022-11-01,297.711
2025-05-13,2025-05-13,2022-12-01,296.797
2025-05-13,2025-05-13,2023-01-01,299.17
2025-05-13,2025-05-13,2023-02-01,300.84
2025-05-13,2025-05-13,2023-03-01,301.836
2025-05-13,2025-05-13,2023-04-01,303.363
2025-05-13,2025-05-13,2023-05-01,304.127
2025-05-13,2025-05-13,2023-06-01,305.109
2025-05-13,2025-05-13,2023-07-01,305.691
2025-05-13,2025-05-13,2023-08-01,307.026
2025-05-13,2025-05-13,2023-09-01,307.789
2025-05-13,2025-05-13,2023-10-01,307.671
2025-05-13,2025-05-13,2023-11-01,307.051
2025-05-13,2025-05-13,2023-12-01,306.746
2025-05-13,2025-05-13,2024-01-01,308.417
2025-05-13,2025-05-13,2024-02-01,310.326
2025-05-13,2025-05-13,2024-03-01,312.332
2025-05-13,2025-05-13,2024-04-01,313.548
2025-05-13,2025-05-13,2024-05-01,314.069
2025-05-13,2025-05-13,2024-06-01,314.175
2025-05-13,2025-05-13,2024-07-01,314.54
2025-05-13,2025-05-13,2024-08-01,314.796
2025-05-13,2025-05-13,2024-09-01,315.301
2025-05-13,2025-05-13,2024-10-01,315.664
2025-05-13,2025-05-13,2024-11-01,315.493
2025-05-13,2025-05-13,2024-12-01,315.605
2025-05-13,2025-05-13,2025-01-01,317.671
2025-05-13,2025-05-13,2025-02-01,319.082
2025-05-13,2025-05-13,2025-03-01,319.799
2025-05-13,2025-05-13,2025-04-01,320.795
